timestamp,pollutant,value,z_score,mad_z,method
2004-01-08 10:00:00,NO2,48.0,-3.1384502976445043,0.0,zscore
2004-01-08 11:00:00,NO2,39.0,-3.580704360151214,0.0,zscore
2004-01-08 12:00:00,NO2,34.0,-3.8264010615438306,0.0,zscore
2004-01-08 13:00:00,NO2,33.0,-3.875540401822354,0.0,zscore
2004-01-08 14:00:00,NO2,42.0,-3.4332863393156443,0.0,zscore
2004-01-09 04:00:00,NO2,48.0,-3.1384502976445043,0.0,zscore
2004-01-09 07:00:00,Benzene,20.9,3.35550221483855,0.0,zscore
2004-01-09 08:00:00,Benzene,35.2,7.775256013360426,0.0,zscore
2004-01-09 08:00:00,CO,4.9,4.89709309702641,0.0,zscore
2004-01-09 09:00:00,CO,3.9,3.14742613374637,0.0,zscore
2004-01-09 18:00:00,Benzene,21.5,3.5409464301611466,0.0,zscore
2004-01-09 18:00:00,CO,4.0,3.322392830074374,0.0,zscore
2004-01-09 19:00:00,Benzene,25.7,4.839055937419319,0.0,zscore
2004-01-09 19:00:00,CO,4.4,4.02225961538639,0.0,zscore
2004-01-10 08:00:00,Benzene,27.9,5.519018060268838,0.0,zscore
2004-01-10 08:00:00,CO,4.1,3.497359526402377,0.0,zscore
2004-01-10 09:00:00,Benzene,20.5,3.2318727379568197,0.0,zscore
2004-01-10 09:00:00,NOx,531.0,3.3668806503344477,0.0,zscore
2004-01-10 10:00:00,Benzene,21.2,3.4482243224998483,0.0,zscore
2004-01-10 10:00:00,NOx,619.0,4.410430928017673,0.0,zscore
2004-01-10 11:00:00,Benzene,19.9,3.046428522634223,0.0,zscore
2004-01-10 11:00:00,NOx,522.0,3.260153917389572,0.0,zscore
2004-01-10 12:00:00,Benzene,21.1,3.4173169532794163,0.0,zscore
2004-01-10 12:00:00,NOx,505.0,3.058558977382585,0.0,zscore
2004-01-10 13:00:00,Benzene,22.3,3.788205383924608,0.0,zscore
2004-01-10 13:00:00,CO,4.1,3.497359526402377,0.0,zscore
2004-01-10 17:00:00,Benzene,26.5,5.086314891182781,0.0,zscore
2004-01-10 17:00:00,CO,5.6,6.1218599713224355,0.0,zscore
2004-01-10 17:00:00,NOx,540.0,3.473607383279323,0.0,zscore
2004-01-10 18:00:00,Benzene,29.4,5.982628598575329,0.0,zscore
2004-01-10 19:00:00,Benzene,33.7,7.311645475053935,0.0,zscore
2004-01-10 20:00:00,Benzene,19.9,3.046428522634223,0.0,zscore
2004-01-11 05:00:00,NO2,49.0,-3.089310957365981,0.0,zscore
2004-01-11 06:00:00,NO2,45.0,-3.285868318480074,0.0,zscore
2004-01-11 18:00:00,Benzene,19.8,3.015521153413791,0.0,zscore
2004-01-11 18:00:00,CO,4.0,3.322392830074374,0.0,zscore
2004-01-11 18:00:00,NOx,523.0,3.2720124432723363,0.0,zscore
2004-01-11 19:00:00,CO,4.1,3.497359526402377,0.0,zscore
2004-01-12 08:00:00,NOx,641.0,4.67131849743848,0.0,zscore
2004-01-12 09:00:00,Benzene,24.6,4.499074875994561,0.0,zscore
2004-01-12 09:00:00,CO,5.0,5.072059793354413,0.0,zscore
2004-01-12 09:00:00,NOx,849.0,7.137891881053378,0.0,zscore
2004-01-12 10:00:00,CO,4.7,4.547159704370402,0.0,zscore
2004-01-12 10:00:00,NOx,861.0,7.280194191646545,0.0,zscore
2004-01-12 11:00:00,NOx,629.0,4.529016186845313,0.0,zscore
2004-01-12 12:00:00,NO2,182.0,3.4462212996776214,0.0,zscore
2004-01-12 12:00:00,NOx,737.0,5.809736982183818,0.0,zscore
2004-01-12 13:00:00,CO,4.0,3.322392830074374,0.0,zscore
2004-01-12 13:00:00,NOx,712.0,5.5132738351147195,0.0,zscore
2004-01-12 14:00:00,Benzene,28.4,5.673554906371002,0.0,zscore
2004-01-12 14:00:00,CO,5.7,6.29682666765044,0.0,zscore
2004-01-12 14:00:00,NO2,178.0,3.249663938563528,0.0,zscore
2004-01-12 14:00:00,NOx,933.0,8.134008055205548,0.0,zscore
2004-01-12 15:00:00,Benzene,22.9,3.973649599247204,0.0,zscore
2004-01-12 15:00:00,CO,5.0,5.072059793354413,0.0,zscore
2004-01-12 15:00:00,NOx,836.0,6.983731044577446,0.0,zscore
2004-01-12 16:00:00,Benzene,25.7,4.839055937419319,0.0,zscore
2004-01-12 16:00:00,CO,5.6,6.1218599713224355,0.0,zscore
2004-01-12 16:00:00,NOx,987.0,8.7743684528748,0.0,zscore
2004-01-12 17:00:00,Benzene,26.8,5.179036998844079,0.0,zscore
2004-01-12 17:00:00,CO,6.2,7.17166014929046,0.0,zscore
2004-01-12 17:00:00,NO2,174.0,3.0531065774494346,0.0,zscore
2004-01-12 17:00:00,NOx,985.0,8.750651401109272,0.0,zscore
2004-01-12 18:00:00,Benzene,29.2,5.920813860134463,0.0,zscore
2004-01-12 18:00:00,CO,7.5,9.44622720155451,0.0,zscore
2004-01-12 18:00:00,NO2,185.0,3.593639320513191,0.0,zscore
2004-01-12 18:00:00,NOx,1040.0,9.402870324661288,0.0,zscore
2004-01-14 13:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 13:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 14:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 14:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 15:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 15:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 16:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 16:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 17:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 17:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 18:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 18:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 19:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 19:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 20:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 20:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 21:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 21:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 22:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 22:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-14 23:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-14 23:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 00:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 00:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 01:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 01:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 02:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 02:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 03:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 03:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 04:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 04:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 05:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 05:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 06:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 06:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 07:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 07:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 07:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 08:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 08:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 08:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 09:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 09:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 09:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 10:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 10:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 10:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 11:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 11:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 11:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 12:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 12:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 12:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 13:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 13:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 13:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 14:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 14:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 14:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 15:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 15:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 15:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 16:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 16:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 16:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 16:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 17:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 17:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 17:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 17:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 18:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 18:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 18:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 18:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 19:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 19:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 19:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 19:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 20:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 20:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 20:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 20:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 21:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 21:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 21:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 21:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 22:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 22:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 22:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 22:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-15 23:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-15 23:00:00,CO,2.101128443411882,,,stl_residual
2004-01-15 23:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-15 23:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 00:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 00:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 00:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 00:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 01:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 01:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 01:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 01:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 02:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 02:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 02:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 02:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 03:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 03:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 03:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 03:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 04:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 04:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 04:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 04:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 05:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 05:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 05:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 06:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 06:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 06:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 06:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 07:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 07:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 07:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 07:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 08:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 08:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 08:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 08:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 09:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 09:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 09:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 09:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 10:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 10:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 10:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 10:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 11:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 11:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 11:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 11:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 12:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 12:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 12:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 12:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 13:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 13:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 13:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 13:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 14:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 14:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 14:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 15:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 15:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 15:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 15:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 16:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 16:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 16:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 16:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 17:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 17:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 17:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 17:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 18:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 18:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 18:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 18:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 19:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 19:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 19:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 19:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 20:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 20:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 20:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 20:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 21:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 21:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 21:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 21:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 22:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 22:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 22:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 22:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-16 23:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-16 23:00:00,CO,2.101128443411882,,,stl_residual
2004-01-16 23:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-16 23:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 00:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 00:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 00:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 00:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 01:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 01:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 01:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 01:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 02:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 02:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 02:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 02:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 03:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 03:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 03:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 03:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 04:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 04:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 04:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 04:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 05:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 05:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 05:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 06:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 06:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 06:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 06:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 07:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 07:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 07:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 07:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 08:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 08:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 08:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 08:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 09:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 09:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 09:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 09:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 10:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 10:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 10:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 10:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 11:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 11:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 11:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 11:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 12:00:00,Benzene,10.043358689291985,,,stl_residual
2004-01-17 12:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 12:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 12:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 13:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 13:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 13:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 14:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 14:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 14:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 15:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 15:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 15:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 16:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 16:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 16:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 17:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 17:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 17:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 18:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 18:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 18:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 19:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 19:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 19:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 20:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 20:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 20:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 21:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 21:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 21:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 22:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 22:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 22:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-17 23:00:00,CO,2.101128443411882,,,stl_residual
2004-01-17 23:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-17 23:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 00:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 00:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 00:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 01:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 01:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 01:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 02:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 02:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 02:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 03:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 03:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 03:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 04:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 04:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 04:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 05:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 05:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 05:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 06:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 06:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 06:00:00,NOx,247.07932692307693,,,stl_residual
2004-01-18 07:00:00,CO,2.101128443411882,,,stl_residual
2004-01-18 07:00:00,NO2,111.86838487972508,,,stl_residual
2004-01-18 07:00:00,NOx,247.07932692307693,,,stl_residual
